"follower_id";"grp"
"1321477886151450625";"frp"
"1477761639411769344";"frp"
"1471524222145077256";"frp"
"2967731379";"frp"
"387153125";"frp"
"1478020669803835396";"frp"
"507262867";"frp"
"1022925477504270336";"frp"
"92618594";"frp"
"416916770";"frp"
"621284842";"frp"
"1365213850371575812";"frp"
"836912986040188929";"frp"
"1454429655436566532";"frp"
"2328198929";"frp"
"1442977021437616128";"frp"
"525639551";"frp"
"2743527867";"frp"
"815316250763071488";"frp"
"1444413576589070338";"frp"
"760436659351609348";"frp"
"1222215704042254336";"frp"
"1429565577325056004";"frp"
"1263257842380877824";"frp"
"1135358869";"frp"
"2831630443";"frp"
"1414952446716153859";"frp"
"1398605094187376641";"frp"
"1337144779772194819";"frp"
"1117412358752743424";"frp"
"581203955";"frp"
"1267486172156174342";"frp"
"1202242783660130306";"frp"
"1342491608441368576";"frp"
"1047866213790089216";"frp"
"1192905061782999040";"frp"
"923882972";"frp"
"1375126849773314059";"frp"
"1267523383044059137";"frp"
"1248626044988305410";"frp"
"1164261117058854912";"frp"
"1188741764267556864";"frp"
"1181453036104962048";"frp"
"1259686728471904258";"frp"
"554504621";"frp"
"3160136763";"frp"
"4387850548";"frp"
"1347253830497439745";"frp"
"1217513130135257091";"frp"
"1033343069507276802";"frp"
"1348635940613464075";"frp"
"1320731415143763971";"frp"
"726377533613178880";"frp"
"1044202861";"frp"
"1345036585725816832";"frp"
"1212513711396544512";"frp"
"1092123086198063106";"frp"
"1190208211460272130";"frp"
"1347648433251868682";"frp"
"73615463";"frp"
"1071412105004400640";"frp"
"1335994425730867201";"frp"
"330199533";"frp"
"1157476262";"frp"
"1342244453906579456";"frp"
"1331527231743651840";"frp"
"1158898269344452609";"frp"
"1697549239";"frp"
"828266996915658752";"frp"
"1301512537637347328";"frp"
"1331259806150225922";"frp"
"1313915075523227648";"frp"
"1242366130968236032";"frp"
"1103698702030589952";"frp"
"1327945763083718657";"frp"
"553370995";"frp"
"928167230";"frp"
"1246480863434616833";"frp"
"1270341271337435136";"frp"
"1180163210751729664";"frp"
"593656953";"frp"
"1192457231285006336";"frp"
"1546549297185005570";"frp"
"2882714440";"frp"
"1258096109647474690";"frp"
"1225559259372494848";"frp"
"1353460401053306880";"frp"
"1261995297699487745";"frp"
"963042293832933377";"frp"
"996088274";"frp"
"1334573386241028096";"frp"
"1235986860381519872";"frp"
"1261041209763606545";"frp"
"1031141192";"frp"
"853250856732549120";"frp"
"1261693283115372550";"frp"
"1259178157971836928";"frp"
"1178382236342722560";"frp"
"1184517064339398657";"frp"
"1563631466604806144";"frp"
"928244353553846277";"frp"
"1367783160424054785";"frp"
"1519647994915741697";"frp"
"1272244523444428802";"frp"
"1198033418040283137";"frp"
"610701806";"frp"
"1401245459109318674";"frp"
"827353315436527617";"frp"
"1356572433793351683";"frp"
"1962587696";"frp"
"1288118340276297732";"frp"
"4620858862";"frp"
"3298212673";"frp"
"1336012872665755648";"frp"
"196996064";"frp"
"1061246881123188737";"frp"
"1265007374017970176";"frp"
"3335524233";"frp"
"2508729748";"frp"
"491144884";"frp"
"961691283860451328";"frp"
"1167826718809309185";"frp"
"1330572112961146884";"frp"
"1323513482583658496";"frp"
"1034920028456591366";"frp"
"1248382795686313984";"frp"
"1306249278780735493";"frp"
"3235323269";"frp"
"1234251732651331585";"frp"
"1171410789183492096";"frp"
"1262000329270472709";"frp"
"728812176727740417";"frp"
"435850275";"frp"
"1027859693052616704";"frp"
"1273903446853287937";"frp"
"1019501842504577025";"frp"
"843122897883414528";"frp"
"1269352480804044800";"frp"
"1268611308993286145";"frp"
"331709252";"frp"
"1249412373640691713";"frp"
"1243401796342562816";"frp"
"1268398366561636359";"frp"
"1264573564470079488";"frp"
"1259874555264471042";"frp"
"1265088592415805440";"frp"
"1005327343265644544";"frp"
"1171183078406086657";"frp"
"1242927369259814914";"frp"
"866157445";"frp"
"1254436135562088449";"frp"
"273612803";"frp"
"1259808563838541825";"frp"
"898229046944903168";"frp"
"1174782184596656129";"frp"
"82762681";"frp"
"1255431265693716482";"frp"
"3610018215";"frp"
"1171457503567044609";"frp"
"1227579305556873217";"frp"
"1167060082410102784";"frp"
"869519711020732416";"frp"
"1251814808195915777";"frp"
"1597387067062976513";"frp"
"1561337693291925509";"frp"
"1601303718607159298";"frp"
"1555100091744124929";"frp"
"1595763640162045955";"frp"
"1534906576330493957";"frp"
"1594189345937842176";"frp"
"1370479430";"frp"
"3226296935";"frp"
"1600755472352657408";"frp"
"1597298594360573952";"frp"
"746256811024596992";"frp"
"2822819688";"frp"
"1600189581986496521";"frp"
"1496805051326738433";"frp"
"1598608240157270017";"frp"
"1598698526212608000";"frp"
"1598693665173639169";"frp"
"1598366874286362634";"frp"
"1598263137437990916";"frp"
"1190020607192252421";"frp"
"1598036651112075288";"frp"
"1566358884830281729";"frp"
"3295672323";"frp"
"1586033107307794434";"frp"
"1594265879398813696";"frp"
"2385586860";"frp"
"1586759460940283910";"frp"
"1090659069948555265";"frp"
"1473223436105355272";"frp"
"1564722193795354625";"frp"
"1592933368013938692";"frp"
"1596009964086214657";"frp"
"1594295579206623235";"frp"
"1595728299795292161";"frp"
"1545328377262907393";"frp"
"1589997801118830594";"frp"
"1480170981129957376";"frp"
"1538656042980089856";"frp"
"2335433370";"frp"
"1354063922526093313";"frp"
"1437869329";"frp"
"1582810956865863681";"frp"
"1593674087624331266";"frp"
"4747949368";"frp"
"721865250";"frp"
"1112354838266941442";"frp"
"2304818550";"frp"
"1305980531490910209";"frp"
"383177122";"frp"
"741637352079171584";"frp"
"1531622146132398081";"frp"
"1088899576986329090";"frp"
"1240359059297046529";"frp"
"329896088";"frp"
"1243135626825826304";"frp"
"361936493";"frp"
"997126323683278848";"frp"
"1219022928";"frp"
"1264916744";"frp"
"932548045530697728";"frp"
"1260841261134761991";"frp"
"1186187594901721088";"frp"
"1543720778855862272";"frp"
"1592927699567317000";"frp"
"1589357804963389441";"frp"
"947166162072334336";"frp"
"1556078404360753152";"frp"
"1552202549209563138";"frp"
"1592637962600288269";"frp"
"1592621181181612035";"frp"
"365557155";"frp"
"1592489437870563328";"frp"
"1266804988459827206";"frp"
"1592191615753412609";"frp"
"1485643400229568518";"frp"
"733018820705685504";"frp"
"1531592136365334529";"frp"
"2790845054";"frp"
"420132202";"frp"
"1589599930347397127";"frp"
"1588579285861912584";"frp"
"2900320816";"frp"
"798169665902145536";"frp"
"1429503916123770881";"frp"
"1586430529775276035";"frp"
"2982553928";"frp"
"1591463130315603968";"frp"
"1361376930604462080";"frp"
"917818009";"frp"
"1589269431653474304";"frp"
"1381013528086249480";"frp"
"3303072214";"frp"
"1281250521584734215";"frp"
"1552349543202701312";"frp"
"1211299046716891136";"frp"
"1586439925804797953";"frp"
"3159779181";"frp"
"1575751502173392896";"frp"
"1591013422094745605";"frp"
"1587718157074153473";"frp"
"94557947";"frp"
"1588813620892340224";"frp"
"1365663735684153347";"frp"
"23469565";"frp"
"1574299690140590080";"frp"
"1586345569194332160";"frp"
"865213016";"frp"
"57060817";"frp"
"1554879766796402692";"frp"
"1497969680081956870";"frp"
"1433588498";"frp"
"1443175473018724359";"frp"
"396880565";"frp"
"1586590199135567872";"frp"
"1572992348593733633";"frp"
"1139840288808165376";"frp"
"791939621630255104";"frp"
"1462682726130241537";"frp"
"1582306584608243712";"frp"
"1499409711778648071";"frp"
"1535362197546840064";"frp"
"1588139057636425729";"frp"
"1041366989929951233";"frp"
"1587785314881470465";"frp"
"1547708225012649985";"frp"
"1505092601740939266";"frp"
"1570439135088738305";"frp"
"1587477005985107968";"frp"
"1562664683953201158";"frp"
"1584105323190751232";"frp"
"1344806094229688320";"frp"
"1284455050203598849";"frp"
"1587185659302797312";"frp"
"1587159224605413376";"frp"
"1586761914100711429";"frp"
"39192820";"frp"
"879882493998100480";"frp"
"1541790699674271746";"frp"
"1356944690415882241";"frp"
"1446749168559697920";"frp"
"1303316099203825666";"frp"
"1586366845845659653";"frp"
"1586349472900071424";"frp"
"1562718310101581826";"frp"
"1519371529657724930";"frp"
"1586262961563262981";"frp"
"432430740";"frp"
"1422446452413014019";"frp"
"1561291885183893504";"frp"
"1582783901726314496";"frp"
"1585969342927216640";"frp"
"634301484";"frp"
"2842118693";"frp"
"1139426510";"frp"
"269209570";"frp"
"1326478146384916480";"frp"
"1586014826236678144";"frp"
"1287118688";"frp"
"1267056625090793473";"frp"
"1081024700";"frp"
"1557339715153559552";"frp"
"2320087793";"frp"
"1502085108379045892";"frp"
"1495843996748419074";"frp"
"4689690080";"frp"
"3073945560";"frp"
"1583570277547524096";"frp"
"769904705157865472";"frp"
"2358829465";"frp"
"1234915603170938885";"frp"
"1413178390228742145";"frp"
"1582452984688087062";"frp"
"3736240041";"frp"
"1429110913450352647";"frp"
"1476640079632285702";"frp"
"1443689406171385856";"frp"
"1329396829885231110";"frp"
"1585275815935320066";"frp"
"1585152599656960000";"frp"
"120235785";"frp"
"428166506";"frp"
"1309564207256539140";"frp"
"1582372509554561024";"frp"
"1560747363886682115";"frp"
"165479342";"frp"
"2281081639";"frp"
