"from_id";"to_id"
"1481002334624886785";"Zetazeroalfa451"
"16717318";"Zetazeroalfa451"
"1524429366494736384";"Zetazeroalfa451"
"1484984363242725377";"Zetazeroalfa451"
"1521067167818686464";"Zetazeroalfa451"
"1520097672601997312";"Zetazeroalfa451"
"1075080228";"Zetazeroalfa451"
"2212592972";"Zetazeroalfa451"
"1519274167740375041";"Zetazeroalfa451"
"1214958378956533760";"Zetazeroalfa451"
"205391642";"Zetazeroalfa451"
"1492130180411891718";"Zetazeroalfa451"
"1518733250767826944";"Zetazeroalfa451"
"1345789107411308544";"Zetazeroalfa451"
"1117236752916340736";"Zetazeroalfa451"
"155833004";"Zetazeroalfa451"
"1511445933300539392";"Zetazeroalfa451"
"1508444841969176581";"Zetazeroalfa451"
"1216331730011021313";"Zetazeroalfa451"
"1272244523444428802";"Zetazeroalfa451"
"16655593";"Zetazeroalfa451"
"4836159489";"Zetazeroalfa451"
"522439994";"Zetazeroalfa451"
"598698620";"Zetazeroalfa451"
"1483406186246459396";"Zetazeroalfa451"
"1498959030106173442";"Zetazeroalfa451"
"1311632455867207681";"Zetazeroalfa451"
"1448618986103508996";"Zetazeroalfa451"
"388030375";"Zetazeroalfa451"
"80622696";"Zetazeroalfa451"
"1499043976204148744";"Zetazeroalfa451"
"1472016230634696704";"Zetazeroalfa451"
"284757213";"Zetazeroalfa451"
"1496710856071159815";"Zetazeroalfa451"
"1278359437435113472";"Zetazeroalfa451"
"1476331454972018695";"Zetazeroalfa451"
"1495095744143007755";"Zetazeroalfa451"
"974278966772224000";"Zetazeroalfa451"
"1381018925534699520";"Zetazeroalfa451"
"3053646195";"Zetazeroalfa451"
"1132401037854355456";"Zetazeroalfa451"
"1494858363762577413";"Zetazeroalfa451"
"1362736476925083652";"Zetazeroalfa451"
"1903809516";"Zetazeroalfa451"
"361483811";"Zetazeroalfa451"
"1032944907873345541";"Zetazeroalfa451"
"1489370530348244993";"Zetazeroalfa451"
"825874717";"Zetazeroalfa451"
"1030403730";"Zetazeroalfa451"
"1329564708026912772";"Zetazeroalfa451"
"1486685487758819330";"Zetazeroalfa451"
"1362646492390043649";"Zetazeroalfa451"
"450092644";"Zetazeroalfa451"
"3228219958";"Zetazeroalfa451"
"426915054";"Zetazeroalfa451"
"871018439409881088";"Zetazeroalfa451"
"1474405519859277826";"Zetazeroalfa451"
"1449312792092291073";"Zetazeroalfa451"
"1322857931617034241";"Zetazeroalfa451"
"355637008";"Zetazeroalfa451"
"730287248936153088";"Zetazeroalfa451"
"866206590";"Zetazeroalfa451"
"1484280939605897225";"Zetazeroalfa451"
"1185180152587837440";"Zetazeroalfa451"
"1002411430652645376";"Zetazeroalfa451"
"1112739030842699776";"Zetazeroalfa451"
"1433760086296600579";"Zetazeroalfa451"
"1363421842296483840";"Zetazeroalfa451"
"1273946245426483201";"Zetazeroalfa451"
"1555717278";"Zetazeroalfa451"
"1404130329292685313";"Zetazeroalfa451"
"1086363719536398336";"Zetazeroalfa451"
"360576460";"Zetazeroalfa451"
"1480134240977276929";"Zetazeroalfa451"
"199155161";"Zetazeroalfa451"
"1479883887648120838";"Zetazeroalfa451"
"1455480689328074760";"Zetazeroalfa451"
"1324987467326435328";"Zetazeroalfa451"
"362630063";"Zetazeroalfa451"
"310462743";"Zetazeroalfa451"
"149890022";"Zetazeroalfa451"
"595758802";"Zetazeroalfa451"
"1468685772660350982";"Zetazeroalfa451"
"1448552352190025734";"Zetazeroalfa451"
"1184794927592562689";"Zetazeroalfa451"
"3324494591";"Zetazeroalfa451"
"1201211990833795073";"Zetazeroalfa451"
"166495493";"Zetazeroalfa451"
"3986094436";"Zetazeroalfa451"
"1072252574068326400";"Zetazeroalfa451"
"1429469100053516297";"Zetazeroalfa451"
"830336756016889858";"Zetazeroalfa451"
"1478406963088211969";"Zetazeroalfa451"
"1165523328947359745";"Zetazeroalfa451"
"1312168065002614784";"Zetazeroalfa451"
"1495390321";"Zetazeroalfa451"
"409709658";"Zetazeroalfa451"
"1606568528";"Zetazeroalfa451"
"2428934041";"Zetazeroalfa451"
"1419324092789018629";"Zetazeroalfa451"
"1458117394665201664";"Zetazeroalfa451"
"1331868756251914240";"Zetazeroalfa451"
"1429565577325056004";"Zetazeroalfa451"
"1017958401119277056";"Zetazeroalfa451"
"921706330578214919";"Zetazeroalfa451"
"1243620797421420545";"Zetazeroalfa451"
"1376542083419344901";"Zetazeroalfa451"
"1410741016819384320";"Zetazeroalfa451"
"1335263434934521857";"Zetazeroalfa451"
"281217296";"Zetazeroalfa451"
"1946641590";"Zetazeroalfa451"
"130755414";"Zetazeroalfa451"
"1359822213529145350";"Zetazeroalfa451"
"290733934";"Zetazeroalfa451"
"270508665";"Zetazeroalfa451"
"1214654032494637056";"Zetazeroalfa451"
"2599090471";"Zetazeroalfa451"
"368270190";"Zetazeroalfa451"
"250599996";"Zetazeroalfa451"
"1581224888";"Zetazeroalfa451"
"703609015";"Zetazeroalfa451"
"1458763771506221057";"Zetazeroalfa451"
"514663257";"Zetazeroalfa451"
"747386318108372992";"Zetazeroalfa451"
"1233886876077084679";"Zetazeroalfa451"
"1066392216548114432";"Zetazeroalfa451"
"339107218";"Zetazeroalfa451"
"1419677112240427008";"Zetazeroalfa451"
"3044614133";"Zetazeroalfa451"
"1154495914364592135";"Zetazeroalfa451"
"1216005337008025600";"Zetazeroalfa451"
"1471020483315478531";"Zetazeroalfa451"
"1149952243";"Zetazeroalfa451"
"925787940202086402";"Zetazeroalfa451"
"915663407298367490";"Zetazeroalfa451"
"2345194019";"Zetazeroalfa451"
"1326646479197515784";"Zetazeroalfa451"
"1453825363734376454";"Zetazeroalfa451"
"385719045";"Zetazeroalfa451"
"1171340361354096642";"Zetazeroalfa451"
"1391785800958988288";"Zetazeroalfa451"
"1443641300755132430";"Zetazeroalfa451"
"4143738628";"Zetazeroalfa451"
"2313688529";"Zetazeroalfa451"
"588579160";"Zetazeroalfa451"
"739534694937661443";"Zetazeroalfa451"
"14461341";"Zetazeroalfa451"
"1186986718358097925";"Zetazeroalfa451"
"301028831";"Zetazeroalfa451"
"2949009719";"Zetazeroalfa451"
"747782168743714816";"Zetazeroalfa451"
"1594215710338809858";"AltaforteED"
"1577729635898593307";"AltaforteED"
"1595763640162045955";"AltaforteED"
"295313613";"AltaforteED"
"1600071148095643653";"AltaforteED"
"175599487";"AltaforteED"
"1429938235082424324";"AltaforteED"
"415049147";"AltaforteED"
"1585897228291432448";"AltaforteED"
"1356156544229003265";"AltaforteED"
"385377379";"AltaforteED"
"1284420440119742464";"AltaforteED"
"1598091158953017344";"AltaforteED"
"1598263137437990916";"AltaforteED"
"1598036651112075288";"AltaforteED"
"1128275522520276992";"AltaforteED"
"1593030485390901249";"AltaforteED"
"1593607408500326403";"AltaforteED"
"1450853940615127043";"AltaforteED"
"1595728299795292161";"AltaforteED"
"1589997801118830594";"AltaforteED"
"1454553584935264262";"AltaforteED"
"1594295579206623235";"AltaforteED"
"1582639792348618755";"AltaforteED"
"3868359022";"AltaforteED"
"1539528778359218176";"AltaforteED"
"1447931671601467410";"AltaforteED"
"994680476366528514";"AltaforteED"
"1552349543202701312";"AltaforteED"
"1448377848981565442";"AltaforteED"
"1593222085429583874";"AltaforteED"
"1577419196794806272";"AltaforteED"
"1552202549209563138";"AltaforteED"
"1592249900867407873";"AltaforteED"
"1591145687466532866";"AltaforteED"
"1586430529775276035";"AltaforteED"
"1591463286675046401";"AltaforteED"
"1296478430175911937";"AltaforteED"
"1589269431653474304";"AltaforteED"
"1588485456206913537";"AltaforteED"
"1586785132303769601";"AltaforteED"
"1590677306850287616";"AltaforteED"
"1588813620892340224";"AltaforteED"
"1589602567025197057";"AltaforteED"
"501044193";"AltaforteED"
"1398224042461630464";"AltaforteED"
"1589414716711079937";"AltaforteED"
"1586349472900071424";"AltaforteED"
"1550598193511006209";"AltaforteED"
"1588507787943968769";"AltaforteED"
"1512419368222736388";"AltaforteED"
"1113729249549193222";"AltaforteED"
"1355562064081788931";"AltaforteED"
"2620517320";"AltaforteED"
"1580959884081782784";"AltaforteED"
"415561240";"AltaforteED"
"1584105323190751232";"AltaforteED"
"949691886280888320";"AltaforteED"
